file_id,n_characters,n_syllables,n_tokens,n_polysyllabic_tokens,n_long_tokens,n_types,n_sentences,avg_characters_per_word,std_characters_per_word,avg_syllables_per_word,std_syllables_per_word,ratio_long_words,avg_words_per_sentence,std_words_per_sentence,word_length_distribution
5526,1520,0,300,0,244,155,22,3.9,2.16154,0,0.0,0.81333,13.63636,8.5331,"{'4_character_tokens': 0.23667, '2_character_tokens': 0.21333, '3_character_tokens': 0.2, '5_character_tokens': 0.09, '1_character_tokens': 0.07333, '6_character_tokens': 0.06667, '7_character_tokens': 0.04667, '8_character_tokens': 0.03667, '9_character_tokens': 0.01333, '12_character_tokens': 0.01333, '10_character_tokens': 0.00667, '11_character_tokens': 0.00333}"
5527,530,0,105,0,86,77,6,3.95238,1.84694,0,0.0,0.81905,17.5,10.1341,"{'3_character_tokens': 0.25714, '4_character_tokens': 0.19048, '5_character_tokens': 0.1619, '2_character_tokens': 0.15238, '6_character_tokens': 0.10476, '1_character_tokens': 0.05714, '8_character_tokens': 0.02857, '7_character_tokens': 0.02857, '11_character_tokens': 0.00952, '9_character_tokens': 0.00952}"
5528,317,0,70,0,61,51,4,3.37143,1.80315,0,0.0,0.87143,17.5,8.69866,"{'2_character_tokens': 0.35714, '4_character_tokens': 0.21429, '3_character_tokens': 0.11429, '5_character_tokens': 0.1, '1_character_tokens': 0.08571, '6_character_tokens': 0.07143, '7_character_tokens': 0.04286, '10_character_tokens': 0.01429}"
5529,2166,0,384,0,285,237,25,4.33073,2.24655,0,0.0,0.74219,15.36,11.561,"{'4_character_tokens': 0.21094, '3_character_tokens': 0.19271, '2_character_tokens': 0.14844, '5_character_tokens': 0.1224, '6_character_tokens': 0.07812, '1_character_tokens': 0.06771, '7_character_tokens': 0.0625, '8_character_tokens': 0.05729, '9_character_tokens': 0.03906, '10_character_tokens': 0.01562, '12_character_tokens': 0.0026, '11_character_tokens': 0.0026}"
5530,467,0,91,0,71,65,6,4.02198,1.84378,0,0.0,0.78022,15.16667,8.4951,"{'3_character_tokens': 0.24176, '4_character_tokens': 0.21978, '2_character_tokens': 0.12088, '5_character_tokens': 0.12088, '7_character_tokens': 0.10989, '1_character_tokens': 0.07692, '6_character_tokens': 0.07692, '8_character_tokens': 0.03297}"
5531,696,0,124,0,88,93,5,4.5,2.84133,0,0.0,0.70968,24.8,22.51,"{'2_character_tokens': 0.17742, '3_character_tokens': 0.16935, '4_character_tokens': 0.16129, '5_character_tokens': 0.1129, '7_character_tokens': 0.09677, '1_character_tokens': 0.08871, '8_character_tokens': 0.06452, '6_character_tokens': 0.05645, '9_character_tokens': 0.03226, '12_character_tokens': 0.01613, '19_character_tokens': 0.00806, '11_character_tokens': 0.00806, '10_character_tokens': 0.00806}"
5532,1334,0,279,0,237,150,21,3.72401,2.19692,0,0.0,0.84946,13.28571,6.95804,"{'4_character_tokens': 0.22222, '2_character_tokens': 0.19355, '3_character_tokens': 0.18638, '5_character_tokens': 0.12545, '1_character_tokens': 0.12186, '6_character_tokens': 0.06452, '7_character_tokens': 0.03226, '8_character_tokens': 0.02151, '9_character_tokens': 0.01434, '10_character_tokens': 0.00717, '14_character_tokens': 0.00358, '12_character_tokens': 0.00358, '17_character_tokens': 0.00358}"
5533,287,0,58,0,49,49,7,3.72414,1.78486,0,0.0,0.84483,8.28571,4.30946,"{'4_character_tokens': 0.25862, '3_character_tokens': 0.22414, '2_character_tokens': 0.12069, '1_character_tokens': 0.12069, '5_character_tokens': 0.12069, '6_character_tokens': 0.06897, '7_character_tokens': 0.05172, '8_character_tokens': 0.03448}"
5534,6513,0,1260,0,1015,559,141,3.91905,2.11048,0,0.0,0.80556,8.93617,6.44783,"{'3_character_tokens': 0.2119, '4_character_tokens': 0.21111, '2_character_tokens': 0.20079, '5_character_tokens': 0.10476, '1_character_tokens': 0.07698, '6_character_tokens': 0.06746, '7_character_tokens': 0.05159, '8_character_tokens': 0.04127, '10_character_tokens': 0.01429, '9_character_tokens': 0.0119, '11_character_tokens': 0.00556, '12_character_tokens': 0.00159, '13_character_tokens': 0.00079}"
5535,762,0,133,0,94,111,15,4.54887,2.52702,0,0.0,0.70677,8.86667,6.75983,"{'3_character_tokens': 0.26316, '4_character_tokens': 0.17293, '2_character_tokens': 0.15789, '6_character_tokens': 0.09774, '5_character_tokens': 0.08271, '8_character_tokens': 0.06015, '7_character_tokens': 0.04511, '1_character_tokens': 0.03008, '9_character_tokens': 0.03008, '11_character_tokens': 0.02256, '10_character_tokens': 0.02256, '12_character_tokens': 0.01504}"
5536,933,0,182,0,139,111,14,4.03297,1.99142,0,0.0,0.76374,13.0,10.19049,"{'3_character_tokens': 0.22527, '4_character_tokens': 0.2033, '2_character_tokens': 0.13187, '6_character_tokens': 0.12088, '5_character_tokens': 0.11538, '1_character_tokens': 0.08791, '7_character_tokens': 0.07692, '8_character_tokens': 0.02198, '9_character_tokens': 0.00549, '11_character_tokens': 0.00549, '12_character_tokens': 0.00549}"
5537,1462,0,282,0,228,165,23,4.00709,2.17719,0,0.0,0.80851,12.26087,9.42539,"{'3_character_tokens': 0.24823, '4_character_tokens': 0.21277, '2_character_tokens': 0.1773, '5_character_tokens': 0.10284, '1_character_tokens': 0.06738, '7_character_tokens': 0.05319, '6_character_tokens': 0.04965, '8_character_tokens': 0.03191, '10_character_tokens': 0.02837, '9_character_tokens': 0.02482, '12_character_tokens': 0.00355}"
5538,217,0,40,0,34,33,1,4.2,2.23263,0,0.0,0.85,40.0,0.0,"{'4_character_tokens': 0.425, '5_character_tokens': 0.15, '2_character_tokens': 0.125, '7_character_tokens': 0.1, '1_character_tokens': 0.075, '3_character_tokens': 0.075, '6_character_tokens': 0.025, '14_character_tokens': 0.025}"
5539,968,0,179,0,137,115,13,4.29609,2.08163,0,0.0,0.76536,13.76923,8.93638,"{'3_character_tokens': 0.24581, '2_character_tokens': 0.18994, '4_character_tokens': 0.17318, '5_character_tokens': 0.14525, '7_character_tokens': 0.07821, '8_character_tokens': 0.06145, '6_character_tokens': 0.05587, '9_character_tokens': 0.02235, '1_character_tokens': 0.01117, '10_character_tokens': 0.01117, '11_character_tokens': 0.00559}"
5540,1499,0,276,0,208,133,17,4.36232,2.58089,0,0.0,0.75362,16.23529,11.32215,"{'2_character_tokens': 0.20652, '4_character_tokens': 0.18116, '3_character_tokens': 0.17029, '5_character_tokens': 0.13406, '6_character_tokens': 0.08333, '1_character_tokens': 0.06159, '8_character_tokens': 0.0471, '7_character_tokens': 0.03261, '9_character_tokens': 0.02899, '12_character_tokens': 0.01812, '11_character_tokens': 0.01449, '10_character_tokens': 0.01449, '13_character_tokens': 0.00725}"
5541,3133,0,600,0,483,249,44,3.92833,2.17357,0,0.0,0.805,13.63636,7.76423,"{'3_character_tokens': 0.22, '4_character_tokens': 0.205, '2_character_tokens': 0.18333, '5_character_tokens': 0.10333, '1_character_tokens': 0.09333, '6_character_tokens': 0.055, '7_character_tokens': 0.05333, '8_character_tokens': 0.03667, '9_character_tokens': 0.03, '10_character_tokens': 0.01667, '11_character_tokens': 0.00167, '12_character_tokens': 0.00167}"
5542,737,0,140,0,100,98,7,4.18571,2.33702,0,0.0,0.71429,20.0,12.1106,"{'3_character_tokens': 0.20714, '4_character_tokens': 0.17857, '2_character_tokens': 0.17143, '1_character_tokens': 0.09286, '6_character_tokens': 0.09286, '7_character_tokens': 0.08571, '5_character_tokens': 0.06429, '8_character_tokens': 0.06429, '9_character_tokens': 0.02143, '11_character_tokens': 0.01429, '10_character_tokens': 0.00714}"
5543,975,0,189,0,152,113,18,4.03704,2.03263,0,0.0,0.80423,10.5,3.83866,"{'4_character_tokens': 0.25926, '2_character_tokens': 0.20635, '3_character_tokens': 0.18519, '5_character_tokens': 0.10582, '7_character_tokens': 0.06878, '8_character_tokens': 0.0582, '1_character_tokens': 0.04762, '6_character_tokens': 0.04233, '9_character_tokens': 0.01587, '11_character_tokens': 0.00529, '10_character_tokens': 0.00529}"
5544,653,0,125,0,100,83,6,4.096,2.47381,0,0.0,0.8,20.83333,7.67898,"{'2_character_tokens': 0.264, '3_character_tokens': 0.224, '4_character_tokens': 0.184, '5_character_tokens': 0.104, '6_character_tokens': 0.056, '8_character_tokens': 0.056, '7_character_tokens': 0.048, '1_character_tokens': 0.024, '14_character_tokens': 0.016, '10_character_tokens': 0.008, '13_character_tokens': 0.008, '11_character_tokens': 0.008}"
5545,1516,0,316,0,271,177,25,3.66139,1.8107,0,0.0,0.85759,12.64,8.27587,"{'3_character_tokens': 0.27848, '2_character_tokens': 0.23418, '4_character_tokens': 0.21835, '5_character_tokens': 0.08544, '6_character_tokens': 0.0538, '7_character_tokens': 0.0443, '1_character_tokens': 0.04114, '8_character_tokens': 0.03481, '9_character_tokens': 0.00633, '15_character_tokens': 0.00316}"
5546,1667,0,275,0,168,163,10,4.98545,2.75518,0,0.0,0.61091,27.5,10.46953,"{'2_character_tokens': 0.18182, '4_character_tokens': 0.15273, '3_character_tokens': 0.14545, '8_character_tokens': 0.09818, '7_character_tokens': 0.09091, '5_character_tokens': 0.08364, '6_character_tokens': 0.07273, '9_character_tokens': 0.05818, '10_character_tokens': 0.05091, '1_character_tokens': 0.04727, '12_character_tokens': 0.00727, '11_character_tokens': 0.00727, '14_character_tokens': 0.00364}"
5547,952,0,169,0,120,108,11,4.50296,2.2812,0,0.0,0.71006,15.36364,8.0904,"{'3_character_tokens': 0.23077, '4_character_tokens': 0.21302, '2_character_tokens': 0.15385, '5_character_tokens': 0.08876, '6_character_tokens': 0.08876, '8_character_tokens': 0.07101, '7_character_tokens': 0.07101, '9_character_tokens': 0.0355, '1_character_tokens': 0.02367, '12_character_tokens': 0.01183, '11_character_tokens': 0.00592, '10_character_tokens': 0.00592}"
5548,1144,0,210,0,154,131,10,4.36667,2.40092,0,0.0,0.73333,21.0,9.04311,"{'3_character_tokens': 0.21429, '4_character_tokens': 0.19048, '2_character_tokens': 0.1619, '5_character_tokens': 0.10476, '7_character_tokens': 0.08095, '6_character_tokens': 0.06667, '1_character_tokens': 0.0619, '8_character_tokens': 0.05714, '9_character_tokens': 0.02381, '10_character_tokens': 0.01905, '11_character_tokens': 0.00952, '13_character_tokens': 0.00476, '12_character_tokens': 0.00476}"
5549,1084,0,204,0,156,141,14,4.18137,2.0942,0,0.0,0.76471,14.57143,10.92432,"{'3_character_tokens': 0.2549, '2_character_tokens': 0.18627, '4_character_tokens': 0.18137, '5_character_tokens': 0.11765, '6_character_tokens': 0.10294, '7_character_tokens': 0.05882, '9_character_tokens': 0.02941, '8_character_tokens': 0.02451, '1_character_tokens': 0.02451, '10_character_tokens': 0.0098, '13_character_tokens': 0.0049, '11_character_tokens': 0.0049}"
5550,3898,0,739,0,575,322,37,4.15968,2.36424,0,0.0,0.77808,19.97297,10.02909,"{'3_character_tokens': 0.23951, '2_character_tokens': 0.1908, '4_character_tokens': 0.18809, '5_character_tokens': 0.10284, '7_character_tokens': 0.06631, '1_character_tokens': 0.05683, '6_character_tokens': 0.05548, '8_character_tokens': 0.03383, '9_character_tokens': 0.03383, '10_character_tokens': 0.01488, '11_character_tokens': 0.01083, '13_character_tokens': 0.00271, '14_character_tokens': 0.00271, '17_character_tokens': 0.00135}"
5551,341,0,62,0,42,58,5,4.35484,1.97606,0,0.0,0.67742,12.4,7.12741,"{'4_character_tokens': 0.20968, '2_character_tokens': 0.17742, '3_character_tokens': 0.17742, '6_character_tokens': 0.12903, '7_character_tokens': 0.12903, '5_character_tokens': 0.08065, '8_character_tokens': 0.06452, '1_character_tokens': 0.03226}"
5552,936,0,180,0,134,112,10,4.12222,2.18081,0,0.0,0.74444,18.0,7.45356,"{'2_character_tokens': 0.22778, '4_character_tokens': 0.21111, '3_character_tokens': 0.17222, '7_character_tokens': 0.08333, '8_character_tokens': 0.07778, '5_character_tokens': 0.07778, '6_character_tokens': 0.07222, '1_character_tokens': 0.05556, '10_character_tokens': 0.02222}"
5553,1489,0,288,0,238,177,23,4.00694,1.87779,0,0.0,0.82639,12.52174,7.59108,"{'3_character_tokens': 0.22917, '4_character_tokens': 0.21875, '5_character_tokens': 0.16667, '2_character_tokens': 0.15625, '6_character_tokens': 0.06944, '1_character_tokens': 0.05556, '7_character_tokens': 0.04167, '8_character_tokens': 0.03819, '9_character_tokens': 0.01736, '11_character_tokens': 0.00347, '10_character_tokens': 0.00347}"
5554,515,0,97,0,79,81,11,4.06186,2.41011,0,0.0,0.81443,8.81818,5.43725,"{'4_character_tokens': 0.23711, '3_character_tokens': 0.20619, '2_character_tokens': 0.14433, '5_character_tokens': 0.12371, '1_character_tokens': 0.10309, '6_character_tokens': 0.06186, '7_character_tokens': 0.04124, '11_character_tokens': 0.03093, '8_character_tokens': 0.03093, '9_character_tokens': 0.01031, '14_character_tokens': 0.01031}"
5555,143,0,28,0,21,22,3,4.03571,3.02437,0,0.0,0.75,9.33333,7.0946,"{'2_character_tokens': 0.28571, '4_character_tokens': 0.21429, '1_character_tokens': 0.14286, '3_character_tokens': 0.10714, '8_character_tokens': 0.07143, '10_character_tokens': 0.07143, '6_character_tokens': 0.07143, '12_character_tokens': 0.03571}"
5556,968,0,184,0,142,115,13,4.17391,1.9452,0,0.0,0.77174,14.15385,9.02631,"{'3_character_tokens': 0.2663, '4_character_tokens': 0.19022, '2_character_tokens': 0.14674, '5_character_tokens': 0.13587, '6_character_tokens': 0.09783, '7_character_tokens': 0.07065, '8_character_tokens': 0.03804, '1_character_tokens': 0.03261, '10_character_tokens': 0.01087, '9_character_tokens': 0.00543, '12_character_tokens': 0.00543}"
5557,1398,0,259,0,197,155,16,4.2471,2.40331,0,0.0,0.76062,16.1875,9.50943,"{'2_character_tokens': 0.21236, '3_character_tokens': 0.20463, '4_character_tokens': 0.18147, '5_character_tokens': 0.11197, '6_character_tokens': 0.06564, '7_character_tokens': 0.06564, '1_character_tokens': 0.05019, '10_character_tokens': 0.04247, '8_character_tokens': 0.03089, '9_character_tokens': 0.02317, '12_character_tokens': 0.01158}"
5558,170,0,29,0,17,24,4,4.75862,2.13232,0,0.0,0.58621,7.25,7.88987,"{'6_character_tokens': 0.2069, '4_character_tokens': 0.2069, '3_character_tokens': 0.2069, '7_character_tokens': 0.13793, '2_character_tokens': 0.13793, '9_character_tokens': 0.03448, '10_character_tokens': 0.03448, '5_character_tokens': 0.03448}"
5559,1234,0,226,0,168,153,15,4.32743,2.36997,0,0.0,0.74336,15.06667,10.91831,"{'3_character_tokens': 0.19912, '4_character_tokens': 0.19027, '2_character_tokens': 0.18584, '5_character_tokens': 0.11504, '6_character_tokens': 0.0885, '1_character_tokens': 0.0531, '8_character_tokens': 0.04867, '7_character_tokens': 0.04425, '9_character_tokens': 0.03982, '10_character_tokens': 0.0177, '12_character_tokens': 0.00885, '11_character_tokens': 0.00885}"
5560,820,0,160,0,131,104,15,4.04375,2.07212,0,0.0,0.81875,10.66667,6.42169,"{'3_character_tokens': 0.35, '4_character_tokens': 0.2, '2_character_tokens': 0.11875, '5_character_tokens': 0.10625, '7_character_tokens': 0.06875, '6_character_tokens': 0.05, '1_character_tokens': 0.04375, '8_character_tokens': 0.025, '11_character_tokens': 0.0125, '10_character_tokens': 0.0125, '9_character_tokens': 0.00625, '13_character_tokens': 0.00625}"
5561,385,0,77,0,64,51,3,3.8961,2.13113,0,0.0,0.83117,25.66667,4.93288,"{'3_character_tokens': 0.27273, '4_character_tokens': 0.19481, '5_character_tokens': 0.12987, '2_character_tokens': 0.12987, '1_character_tokens': 0.1039, '6_character_tokens': 0.05195, '7_character_tokens': 0.05195, '9_character_tokens': 0.02597, '11_character_tokens': 0.01299, '10_character_tokens': 0.01299, '8_character_tokens': 0.01299}"
5562,2658,0,543,0,443,273,38,3.79742,2.09538,0,0.0,0.81584,14.28947,7.70366,"{'3_character_tokens': 0.26888, '2_character_tokens': 0.19521, '4_character_tokens': 0.15654, '5_character_tokens': 0.10866, '1_character_tokens': 0.08656, '6_character_tokens': 0.07735, '7_character_tokens': 0.04236, '8_character_tokens': 0.03131, '9_character_tokens': 0.02026, '12_character_tokens': 0.00737, '10_character_tokens': 0.00368, '14_character_tokens': 0.00184}"
5563,547,0,101,0,75,77,9,4.26733,2.21762,0,0.0,0.74257,11.22222,4.40959,"{'2_character_tokens': 0.20792, '3_character_tokens': 0.19802, '4_character_tokens': 0.14851, '5_character_tokens': 0.14851, '6_character_tokens': 0.10891, '8_character_tokens': 0.05941, '7_character_tokens': 0.0495, '1_character_tokens': 0.0396, '11_character_tokens': 0.0198, '10_character_tokens': 0.0099, '9_character_tokens': 0.0099}"
5564,1146,0,229,0,200,143,12,3.74236,1.95767,0,0.0,0.87336,19.08333,15.74489,"{'3_character_tokens': 0.27074, '2_character_tokens': 0.22271, '4_character_tokens': 0.20524, '5_character_tokens': 0.131, '6_character_tokens': 0.04803, '1_character_tokens': 0.04367, '7_character_tokens': 0.0393, '8_character_tokens': 0.0131, '10_character_tokens': 0.00873, '12_character_tokens': 0.00873, '11_character_tokens': 0.00437, '13_character_tokens': 0.00437}"
5565,1244,0,246,0,200,148,18,3.93902,2.08404,0,0.0,0.81301,13.66667,5.7599,"{'2_character_tokens': 0.21545, '3_character_tokens': 0.21138, '4_character_tokens': 0.20325, '5_character_tokens': 0.12602, '7_character_tokens': 0.06911, '6_character_tokens': 0.06911, '1_character_tokens': 0.05691, '11_character_tokens': 0.0122, '8_character_tokens': 0.0122, '9_character_tokens': 0.0122, '10_character_tokens': 0.00813, '13_character_tokens': 0.00407}"
5566,923,0,180,0,137,114,12,4.04444,2.34657,0,0.0,0.76111,15.0,8.83176,"{'2_character_tokens': 0.24444, '3_character_tokens': 0.18889, '4_character_tokens': 0.18889, '6_character_tokens': 0.11111, '5_character_tokens': 0.07778, '1_character_tokens': 0.06111, '7_character_tokens': 0.03889, '10_character_tokens': 0.03333, '8_character_tokens': 0.02778, '9_character_tokens': 0.01667, '11_character_tokens': 0.00556, '14_character_tokens': 0.00556}"
5567,243,0,39,0,27,29,2,5.17949,2.88254,0,0.0,0.69231,19.5,12.02082,"{'3_character_tokens': 0.17949, '5_character_tokens': 0.17949, '4_character_tokens': 0.17949, '2_character_tokens': 0.12821, '11_character_tokens': 0.07692, '9_character_tokens': 0.07692, '6_character_tokens': 0.05128, '10_character_tokens': 0.05128, '1_character_tokens': 0.02564, '7_character_tokens': 0.02564, '8_character_tokens': 0.02564}"
5568,2190,0,449,0,366,223,23,3.69933,2.14248,0,0.0,0.81514,19.52174,22.4517,"{'3_character_tokens': 0.22049, '2_character_tokens': 0.19822, '4_character_tokens': 0.16704, '1_character_tokens': 0.1314, '5_character_tokens': 0.098, '7_character_tokens': 0.07795, '6_character_tokens': 0.05122, '8_character_tokens': 0.03341, '11_character_tokens': 0.01114, '9_character_tokens': 0.00668, '12_character_tokens': 0.00223, '10_character_tokens': 0.00223}"
5569,1276,0,253,0,213,148,17,3.917,2.01901,0,0.0,0.8419,14.88235,11.0447,"{'4_character_tokens': 0.24901, '3_character_tokens': 0.23715, '2_character_tokens': 0.17787, '5_character_tokens': 0.11858, '1_character_tokens': 0.05929, '8_character_tokens': 0.05138, '6_character_tokens': 0.04743, '7_character_tokens': 0.03557, '12_character_tokens': 0.00791, '11_character_tokens': 0.00791, '9_character_tokens': 0.00395, '10_character_tokens': 0.00395}"
5570,1017,0,200,0,167,127,21,3.915,1.96905,0,0.0,0.835,9.52381,5.98848,"{'4_character_tokens': 0.255, '3_character_tokens': 0.21, '2_character_tokens': 0.17, '5_character_tokens': 0.125, '1_character_tokens': 0.075, '7_character_tokens': 0.05, '6_character_tokens': 0.045, '8_character_tokens': 0.035, '9_character_tokens': 0.025, '10_character_tokens': 0.01}"
5571,1387,0,283,0,230,156,27,3.79152,1.97924,0,0.0,0.81272,10.48148,6.19783,"{'3_character_tokens': 0.23322, '4_character_tokens': 0.22615, '2_character_tokens': 0.20848, '6_character_tokens': 0.07774, '5_character_tokens': 0.0742, '1_character_tokens': 0.07067, '7_character_tokens': 0.0636, '8_character_tokens': 0.02473, '10_character_tokens': 0.00707, '9_character_tokens': 0.00707, '13_character_tokens': 0.00353, '11_character_tokens': 0.00353}"
5572,1224,0,217,0,153,129,8,4.52995,2.44007,0,0.0,0.70507,27.125,8.79021,"{'2_character_tokens': 0.21198, '4_character_tokens': 0.20737, '3_character_tokens': 0.14286, '5_character_tokens': 0.11521, '6_character_tokens': 0.10599, '7_character_tokens': 0.07834, '8_character_tokens': 0.03687, '1_character_tokens': 0.02765, '9_character_tokens': 0.02304, '10_character_tokens': 0.02304, '11_character_tokens': 0.01382, '12_character_tokens': 0.00922, '14_character_tokens': 0.00461}"
5573,1042,0,225,0,197,122,15,3.58667,1.8499,0,0.0,0.87556,15.0,9.83434,"{'4_character_tokens': 0.27556, '2_character_tokens': 0.23556, '3_character_tokens': 0.19111, '5_character_tokens': 0.08889, '1_character_tokens': 0.08444, '7_character_tokens': 0.04444, '6_character_tokens': 0.03556, '8_character_tokens': 0.03111, '10_character_tokens': 0.00444, '9_character_tokens': 0.00444, '12_character_tokens': 0.00444}"
5574,983,0,183,0,150,98,9,4.24044,1.98541,0,0.0,0.81967,20.33333,14.84082,"{'5_character_tokens': 0.24044, '3_character_tokens': 0.24044, '4_character_tokens': 0.16393, '2_character_tokens': 0.13115, '7_character_tokens': 0.05464, '6_character_tokens': 0.04918, '1_character_tokens': 0.04372, '9_character_tokens': 0.03279, '8_character_tokens': 0.03279, '10_character_tokens': 0.00546, '12_character_tokens': 0.00546}"
5575,4799,0,942,0,770,332,60,4.00425,2.08532,0,0.0,0.81741,15.7,12.85552,"{'2_character_tokens': 0.24522, '4_character_tokens': 0.20807, '3_character_tokens': 0.20276, '5_character_tokens': 0.13482, '6_character_tokens': 0.069, '7_character_tokens': 0.04034, '8_character_tokens': 0.02972, '1_character_tokens': 0.02654, '9_character_tokens': 0.01911, '10_character_tokens': 0.01168, '11_character_tokens': 0.00637, '12_character_tokens': 0.00318, '13_character_tokens': 0.00318}"
5576,263,0,44,0,32,40,6,4.84091,2.48665,0,0.0,0.72727,7.33333,3.4448,"{'3_character_tokens': 0.27273, '5_character_tokens': 0.18182, '4_character_tokens': 0.15909, '2_character_tokens': 0.11364, '8_character_tokens': 0.06818, '7_character_tokens': 0.06818, '6_character_tokens': 0.04545, '9_character_tokens': 0.02273, '10_character_tokens': 0.02273, '12_character_tokens': 0.02273, '11_character_tokens': 0.02273}"
5577,375,0,69,0,52,60,5,4.33333,2.29236,0,0.0,0.75362,13.8,9.03881,"{'4_character_tokens': 0.23188, '3_character_tokens': 0.2029, '2_character_tokens': 0.14493, '5_character_tokens': 0.11594, '6_character_tokens': 0.10145, '1_character_tokens': 0.05797, '9_character_tokens': 0.04348, '7_character_tokens': 0.04348, '10_character_tokens': 0.02899, '11_character_tokens': 0.01449, '8_character_tokens': 0.01449}"
5578,384,0,73,0,54,50,4,4.12329,2.26658,0,0.0,0.73973,18.25,6.23832,"{'4_character_tokens': 0.23288, '2_character_tokens': 0.20548, '3_character_tokens': 0.16438, '8_character_tokens': 0.08219, '7_character_tokens': 0.08219, '1_character_tokens': 0.08219, '6_character_tokens': 0.05479, '5_character_tokens': 0.05479, '9_character_tokens': 0.0411}"
5579,981,0,191,0,155,133,15,3.94241,2.00836,0,0.0,0.81152,12.73333,8.41314,"{'3_character_tokens': 0.23037, '4_character_tokens': 0.2199, '5_character_tokens': 0.13089, '2_character_tokens': 0.13089, '1_character_tokens': 0.09948, '6_character_tokens': 0.0733, '7_character_tokens': 0.05759, '9_character_tokens': 0.02094, '8_character_tokens': 0.02094, '10_character_tokens': 0.01571}"
5580,613,0,117,0,88,76,7,4.13675,2.48411,0,0.0,0.75214,16.71429,9.30438,"{'2_character_tokens': 0.2906, '3_character_tokens': 0.19658, '4_character_tokens': 0.17094, '6_character_tokens': 0.09402, '5_character_tokens': 0.06838, '7_character_tokens': 0.05983, '1_character_tokens': 0.02564, '8_character_tokens': 0.02564, '9_character_tokens': 0.02564, '12_character_tokens': 0.01709, '10_character_tokens': 0.00855, '11_character_tokens': 0.00855, '13_character_tokens': 0.00855}"
5581,1093,0,208,0,155,135,20,4.14904,2.48705,0,0.0,0.74519,10.4,5.35478,"{'4_character_tokens': 0.19712, '3_character_tokens': 0.14904, '2_character_tokens': 0.14423, '1_character_tokens': 0.14423, '5_character_tokens': 0.11058, '6_character_tokens': 0.09615, '8_character_tokens': 0.05769, '7_character_tokens': 0.04327, '9_character_tokens': 0.03365, '12_character_tokens': 0.00962, '11_character_tokens': 0.00481, '10_character_tokens': 0.00481, '14_character_tokens': 0.00481}"
5582,912,0,171,0,139,111,12,4.05848,2.06,0,0.0,0.81287,14.25,8.32439,"{'3_character_tokens': 0.26316, '4_character_tokens': 0.23392, '2_character_tokens': 0.1462, '5_character_tokens': 0.11696, '6_character_tokens': 0.05848, '1_character_tokens': 0.05263, '7_character_tokens': 0.05263, '8_character_tokens': 0.04678, '10_character_tokens': 0.0117, '9_character_tokens': 0.00585, '13_character_tokens': 0.00585, '11_character_tokens': 0.00585}"
5583,922,0,198,0,173,108,23,3.41414,2.01018,0,0.0,0.87374,8.6087,5.82892,"{'3_character_tokens': 0.29293, '2_character_tokens': 0.19192, '4_character_tokens': 0.16162, '1_character_tokens': 0.14646, '5_character_tokens': 0.08081, '6_character_tokens': 0.05051, '9_character_tokens': 0.0404, '7_character_tokens': 0.0202, '10_character_tokens': 0.00505, '11_character_tokens': 0.00505, '8_character_tokens': 0.00505}"
5584,578,0,123,0,106,76,14,3.58537,1.88578,0,0.0,0.86179,8.78571,4.57718,"{'4_character_tokens': 0.2439, '3_character_tokens': 0.22764, '2_character_tokens': 0.18699, '1_character_tokens': 0.11382, '5_character_tokens': 0.08943, '7_character_tokens': 0.05691, '6_character_tokens': 0.04878, '9_character_tokens': 0.02439, '10_character_tokens': 0.00813}"
5585,326,0,67,0,58,49,7,3.74627,1.84509,0,0.0,0.86567,9.57143,5.8554,"{'4_character_tokens': 0.34328, '3_character_tokens': 0.16418, '2_character_tokens': 0.14925, '5_character_tokens': 0.10448, '1_character_tokens': 0.10448, '6_character_tokens': 0.0597, '7_character_tokens': 0.04478, '11_character_tokens': 0.01493, '8_character_tokens': 0.01493}"
5586,224,0,42,0,35,42,4,4.19048,2.27648,0,0.0,0.83333,10.5,4.20317,"{'5_character_tokens': 0.2381, '2_character_tokens': 0.21429, '3_character_tokens': 0.19048, '4_character_tokens': 0.14286, '10_character_tokens': 0.04762, '8_character_tokens': 0.04762, '1_character_tokens': 0.04762, '9_character_tokens': 0.02381, '7_character_tokens': 0.02381, '6_character_tokens': 0.02381}"
5587,2253,0,471,0,400,226,37,3.67516,1.92702,0,0.0,0.84926,12.72973,7.85864,"{'2_character_tokens': 0.22718, '3_character_tokens': 0.21444, '4_character_tokens': 0.21019, '5_character_tokens': 0.11465, '1_character_tokens': 0.0828, '6_character_tokens': 0.06369, '7_character_tokens': 0.04459, '8_character_tokens': 0.01699, '9_character_tokens': 0.01274, '10_character_tokens': 0.00849, '11_character_tokens': 0.00212, '13_character_tokens': 0.00212}"
5588,4323,0,837,0,659,321,46,3.99642,2.2991,0,0.0,0.78734,18.19565,13.25245,"{'3_character_tokens': 0.22342, '4_character_tokens': 0.18399, '2_character_tokens': 0.17802, '5_character_tokens': 0.10394, '1_character_tokens': 0.09797, '6_character_tokens': 0.06691, '7_character_tokens': 0.05615, '8_character_tokens': 0.04301, '9_character_tokens': 0.01792, '10_character_tokens': 0.01075, '11_character_tokens': 0.00836, '12_character_tokens': 0.00717, '13_character_tokens': 0.00239}"
